month,year,quarter,artist,genre,country,region,total_streams,premium_streams,free_streams,premium_revenue_usd,ad_revenue_usd,total_revenue_usd,saves,playlist_adds,skip_rate,popularity_score,artist_trend
2024-06,2024,Q2,Miley Cyrus,Pop,Kenya,Africa,2141785,321267,1820518,0.83,4239.71,4240.54,138804,49943,0.158,86,Stable
2024-06,2024,Q2,Aespa,K-Pop,Kenya,Africa,879060,131859,747201,0.33,1593.02,1593.35,48213,31601,0.096,100,Rising
2024-06,2024,Q2,Rauw Alejandro,Latin,Kenya,Africa,629083,94362,534721,0.22,850.24,850.46,22592,27638,0.253,84,Stable
2024-06,2024,Q2,Burna Boy,Afrobeats,Ghana,Africa,3671183,513965,3157218,1.12,7611.23,7612.35,84569,104851,0.333,100,Rising
2024-06,2024,Q2,Peso Pluma,Latin,Ghana,Africa,590208,82629,507579,0.18,893.02,893.2,32430,20576,0.198,76,Rising
2024-06,2024,Q2,Bad Bunny,Latin,Ghana,Africa,408361,57170,351191,0.12,620.0,620.12,13662,14594,0.096,79,Stable
2024-06,2024,Q2,Sza,R&B,Ghana,Africa,3429239,480093,2949146,1.22,3157.82,3159.04,157915,130346,0.313,100,Stable
2024-06,2024,Q2,Tyla,Afrobeats,Ghana,Africa,1083072,151630,931442,0.33,2270.1,2270.43,82569,36884,0.156,100,Rising
2024-06,2024,Q2,Aespa,K-Pop,Ghana,Africa,1200062,168008,1032054,0.39,1467.93,1468.32,60916,22698,0.141,97,Rising
2024-06,2024,Q2,Dua Lipa,Pop,Ghana,Africa,1255376,175752,1079624,0.35,3206.19,3206.54,52754,20801,0.313,100,Rising
2024-06,2024,Q2,The Weeknd,R&B/Pop,Ghana,Africa,2006835,280956,1725879,0.65,3783.35,3784.0,90490,51680,0.269,100,Rising
2024-06,2024,Q2,Martin Garrix,Electronic,Japan,Asia,9653109,5791865,3861244,58.57,9200.51,9259.08,504496,471654,0.267,100,Rising
2024-06,2024,Q2,Asake,Afrobeats,Japan,Asia,3593927,2156356,1437571,20.82,2053.26,2074.08,197703,145704,0.082,73,Rising
2024-06,2024,Q2,Rauw Alejandro,Latin,Japan,Asia,2562580,1537548,1025032,14.6,3030.45,3045.05,195195,54444,0.184,91,Stable
2024-06,2024,Q2,Calvin Harris,Electronic,Japan,Asia,4135651,2481390,1654261,25.49,4456.24,4481.73,302597,43764,0.293,100,Rising
2024-06,2024,Q2,Disclosure,Electronic,Japan,Asia,4574065,2744439,1829626,28.73,3418.65,3447.38,363307,158570,0.212,100,Rising
2024-06,2024,Q2,Lil Baby,Hip-Hop,Japan,Asia,1194480,716688,477792,6.33,632.66,638.99,63815,19039,0.126,56,Declining
2024-06,2024,Q2,Davido,Afrobeats,Japan,Asia,7516207,4509724,3006483,48.25,7438.78,7487.03,174358,335254,0.331,100,Rising
2024-06,2024,Q2,Fred Again..,Electronic,Japan,Asia,1691410,1014846,676564,8.93,1624.52,1633.45,120902,57149,0.112,67,Declining
2024-06,2024,Q2,Brent Faiyaz,R&B,Japan,Asia,1899997,1139998,759999,10.34,2180.09,2190.43,79981,22037,0.252,66,Rising
2024-06,2024,Q2,The Weeknd,R&B/Pop,Japan,Asia,1172475,703485,468990,6.77,890.94,897.71,26446,21570,0.16,100,Rising
2024-06,2024,Q2,J. Cole,Hip-Hop,Japan,Asia,1038751,623250,415501,5.56,986.95,992.51,38520,11934,0.277,87,Stable
2024-06,2024,Q2,J Balvin,Latin,Japan,Asia,3936385,2361831,1574554,19.92,3958.69,3978.61,264607,61279,0.246,100,Rising
2024-06,2024,Q2,Sza,R&B,South Korea,Asia,3685095,2026802,1658293,17.86,2824.41,2842.27,292972,41061,0.346,65,Stable
2024-06,2024,Q2,21 Savage,Hip-Hop,South Korea,Asia,3253371,1789354,1464017,13.2,2122.19,2135.39,190603,124337,0.082,54,Declining
2024-06,2024,Q2,Brent Faiyaz,R&B,South Korea,Asia,2712811,1492046,1220765,13.34,1553.35,1566.69,59627,80615,0.201,83,Rising
2024-06,2024,Q2,Twenty One Pilots,Rock,South Korea,Asia,839762,461869,377893,3.89,1056.28,1060.17,42205,24980,0.348,55,Stable
2024-06,2024,Q2,Travis Scott,Hip-Hop,South Korea,Asia,211376,116256,95120,1.0,195.98,196.98,9685,5967,0.319,84,Declining
2024-06,2024,Q2,Aespa,K-Pop,South Korea,Asia,11007291,6054010,4953281,53.95,9519.92,9573.87,682940,188365,0.216,100,Rising
2024-06,2024,Q2,Davido,Afrobeats,South Korea,Asia,8554093,4704751,3849342,37.57,6125.94,6163.51,195934,399313,0.083,100,Rising
2024-06,2024,Q2,Kendrick Lamar,Hip-Hop,South Korea,Asia,2166969,1191832,975137,9.7,1192.43,1202.13,164984,107342,0.225,100,Rising
2024-06,2024,Q2,Tyla,Afrobeats,South Korea,Asia,3952013,2173607,1778406,18.29,4595.73,4614.02,144668,145155,0.265,100,Rising
2024-06,2024,Q2,Coldplay,Rock,South Korea,Asia,594114,326762,267352,2.94,479.38,482.32,31569,18910,0.237,62,Stable
2024-06,2024,Q2,Taylor Swift,Pop,South Korea,Asia,1405074,772790,632284,6.84,1324.9,1331.74,106038,65541,0.185,100,Stable
2024-06,2024,Q2,Olivia Rodrigo,Pop,India,Asia,2163638,476000,1687638,0.82,2902.09,2902.91,90708,91456,0.164,100,Rising
2024-06,2024,Q2,Taylor Swift,Pop,India,Asia,3985951,876909,3109042,1.86,6610.27,6612.13,247139,141713,0.111,100,Stable
2024-06,2024,Q2,Karol G,Latin,India,Asia,2834409,623569,2210840,1.37,6114.63,6116.0,117245,50432,0.215,100,Rising
2024-06,2024,Q2,The Weeknd,R&B/Pop,India,Asia,4768508,1049071,3719437,1.88,10790.6,10792.48,376941,67406,0.202,100,Rising
2024-06,2024,Q2,Aespa,K-Pop,India,Asia,8856046,1948330,6907716,4.3,19673.52,19677.82,470055,366602,0.173,100,Rising
2024-06,2024,Q2,Frank Ocean,R&B,India,Asia,6065155,1334334,4730821,2.27,9682.08,9684.35,131005,225004,0.13,100,Rising
2024-06,2024,Q2,Peso Pluma,Latin,India,Asia,5613639,1235000,4378639,2.62,4419.01,4421.63,379050,92914,0.11,96,Rising
2024-06,2024,Q2,Asake,Afrobeats,India,Asia,4422774,973010,3449764,1.92,4433.35,4435.27,160648,56126,0.199,82,Rising
2024-06,2024,Q2,Giveon,R&B,Indonesia,Asia,1680390,336078,1344312,0.71,1704.67,1705.38,69671,59284,0.116,99,Rising
2024-06,2024,Q2,Burna Boy,Afrobeats,Indonesia,Asia,5367735,1073547,4294188,2.61,11062.53,11065.14,292183,195193,0.261,96,Rising
2024-06,2024,Q2,J. Cole,Hip-Hop,Indonesia,Asia,346655,69331,277324,0.16,370.76,370.92,11454,12521,0.319,76,Stable
2024-06,2024,Q2,Travis Scott,Hip-Hop,Indonesia,Asia,1131713,226342,905371,0.6,2362.7,2363.3,76693,27508,0.21,86,Declining
2024-06,2024,Q2,Dua Lipa,Pop,Indonesia,Asia,10571439,2114287,8457152,5.58,11247.02,11252.6,688154,182364,0.231,100,Rising
2024-06,2024,Q2,Doja Cat,Pop,Indonesia,Asia,5193858,1038771,4155087,2.88,4937.58,4940.46,403276,95106,0.333,100,Stable
2024-06,2024,Q2,Calvin Harris,Electronic,Indonesia,Asia,6272221,1254444,5017777,2.85,13095.37,13098.22,438476,310812,0.2,100,Rising
2024-06,2024,Q2,Billie Eilish,Pop,Indonesia,Asia,5977935,1195587,4782348,3.28,10158.69,10161.97,333015,221610,0.308,100,Declining
2024-06,2024,Q2,Harry Styles,Pop,Indonesia,Asia,2046398,409279,1637119,1.01,2014.15,2015.16,71290,38448,0.124,100,Stable
2024-06,2024,Q2,Fred Again..,Electronic,Argentina,Latam,1428862,457235,971627,1.66,2878.12,2879.78,74925,27895,0.331,43,Declining
2024-06,2024,Q2,Nicki Minaj,Hip-Hop,Argentina,Latam,6185268,1979285,4205983,7.0,5187.37,5194.37,323286,204804,0.131,100,Stable
2024-06,2024,Q2,Paramore,Rock,Argentina,Latam,1132787,362491,770296,1.14,1538.02,1539.16,65814,12613,0.147,63,Stable
2024-06,2024,Q2,Martin Garrix,Electronic,Argentina,Latam,3448374,1103479,2344895,3.23,6774.21,6777.44,117973,102792,0.286,100,Rising
2024-06,2024,Q2,Ariana Grande,Pop,Argentina,Latam,2086025,667528,1418497,2.41,3651.57,3653.98,146548,43907,0.201,100,Stable
2024-06,2024,Q2,Sza,R&B,Argentina,Latam,2567280,821529,1745751,3.09,5123.52,5126.61,53239,63460,0.098,70,Stable
2024-06,2024,Q2,Billie Eilish,Pop,Argentina,Latam,1660324,531303,1129021,1.86,2156.68,2158.54,102425,17479,0.083,88,Declining
2024-06,2024,Q2,H.E.R.,R&B,Argentina,Latam,202754,64881,137873,0.23,185.37,185.6,7845,2660,0.318,95,Rising
2024-06,2024,Q2,Ed Sheeran,Pop,Argentina,Latam,1215098,388831,826267,1.43,1748.39,1749.82,95784,19451,0.082,100,Rising
2024-06,2024,Q2,Bad Bunny,Latin,Argentina,Latam,6774965,2167988,4606977,6.11,12859.86,12865.97,371275,162981,0.219,100,Stable
2024-06,2024,Q2,Imagine Dragons,Rock,Argentina,Latam,1309768,419125,890643,1.29,2383.41,2384.7,87438,19378,0.139,83,Stable
2024-06,2024,Q2,Kendrick Lamar,Hip-Hop,Argentina,Latam,2556148,817967,1738181,2.74,5032.69,5035.43,151075,94650,0.147,100,Rising
2024-06,2024,Q2,Frank Ocean,R&B,Chile,Latam,3176981,1080173,2096808,4.17,5271.28,5275.45,224555,59988,0.12,92,Rising
2024-06,2024,Q2,Kendrick Lamar,Hip-Hop,Chile,Latam,3345099,1137333,2207766,3.5,3716.25,3719.75,260481,51688,0.23,100,Rising
2024-06,2024,Q2,J. Cole,Hip-Hop,Chile,Latam,1919303,652563,1266740,2.52,3566.52,3569.04,43730,61694,0.091,100,Stable
2024-06,2024,Q2,Burna Boy,Afrobeats,Chile,Latam,433727,147467,286260,0.52,774.89,775.41,33988,17403,0.287,53,Rising
2024-06,2024,Q2,Bts,K-Pop,Chile,Latam,324903,110467,214436,0.41,486.67,487.08,23498,6846,0.16,74,Stable
2024-06,2024,Q2,Fred Again..,Electronic,Chile,Latam,1236294,420339,815955,1.49,1921.88,1923.37,44885,60371,0.154,51,Declining
2024-06,2024,Q2,Olivia Rodrigo,Pop,Chile,Latam,637943,216900,421043,0.78,834.45,835.23,46047,24672,0.129,100,Rising
2024-06,2024,Q2,Martin Garrix,Electronic,Chile,Latam,2571094,874171,1696923,3.38,4531.19,4534.57,84549,69537,0.246,100,Rising
2024-07,2024,Q3,Lil Baby,Hip-Hop,Netherlands,Europe,1578836,1073608,505228,9.15,1338.15,1347.3,119008,44166,0.231,65,Declining
2024-07,2024,Q3,Rauw Alejandro,Latin,Netherlands,Europe,2385642,1622236,763406,17.39,1032.82,1050.21,142322,109327,0.083,100,Stable
2024-07,2024,Q3,Frank Ocean,R&B,Netherlands,Europe,5272137,3585053,1687084,33.12,1762.29,1795.41,143760,74934,0.338,100,Rising
2024-07,2024,Q3,Fred Again..,Electronic,Netherlands,Europe,4947396,3364229,1583167,33.42,2463.83,2497.25,343856,195609,0.248,100,Declining
2024-07,2024,Q3,Tyla,Afrobeats,Netherlands,Europe,2676117,1819759,856358,16.14,1312.16,1328.3,125627,65292,0.313,100,Rising
2024-07,2024,Q3,J. Cole,Hip-Hop,Netherlands,Europe,1735842,1180372,555470,11.93,685.01,696.94,127176,74424,0.29,100,Stable
2024-07,2024,Q3,Drake,Hip-Hop,Netherlands,Europe,912430,620452,291978,6.84,729.13,735.97,22824,29057,0.316,88,Stable
2024-07,2024,Q3,Olivia Rodrigo,Pop,Netherlands,Europe,8470399,5759871,2710528,59.75,6549.47,6609.22,570027,272970,0.257,100,Rising
2024-07,2024,Q3,Brent Faiyaz,R&B,Netherlands,Europe,5429037,3691745,1737292,41.03,2325.75,2366.78,417195,98629,0.348,100,Rising
2024-07,2024,Q3,Harry Styles,Pop,Netherlands,Europe,2407256,1636934,770322,14.73,1654.62,1669.35,135202,71314,0.104,100,Stable
2024-07,2024,Q3,Bad Bunny,Latin,Netherlands,Europe,1587456,1079470,507986,11.64,985.97,997.61,52013,70036,0.264,71,Stable
2024-07,2024,Q3,Davido,Afrobeats,United Kingdom,Europe,2382412,1548567,833845,13.31,2307.43,2320.74,120160,98677,0.336,100,Rising
2024-07,2024,Q3,Harry Styles,Pop,United Kingdom,Europe,1668198,1084328,583870,11.95,1192.22,1204.17,128400,63955,0.222,100,Stable
2024-07,2024,Q3,J. Cole,Hip-Hop,United Kingdom,Europe,396927,258002,138925,2.73,341.77,344.5,13970,4189,0.267,100,Stable
2024-07,2024,Q3,H.E.R.,R&B,United Kingdom,Europe,3960324,2574210,1386114,22.71,2746.71,2769.42,296510,144882,0.227,100,Rising
2024-07,2024,Q3,Kendrick Lamar,Hip-Hop,United Kingdom,Europe,9085601,5905640,3179961,66.3,5709.78,5776.08,199166,211758,0.135,100,Rising
2024-07,2024,Q3,Peso Pluma,Latin,United Kingdom,Europe,1990894,1294081,696813,11.12,1978.61,1989.73,147685,95514,0.304,100,Rising
2024-07,2024,Q3,Olivia Rodrigo,Pop,United Kingdom,Europe,1844234,1198752,645482,13.77,1692.7,1706.47,128869,64262,0.272,100,Rising
2024-07,2024,Q3,Stray Kids,K-Pop,United Kingdom,Europe,1257548,817406,440142,7.89,949.99,957.88,38432,62147,0.331,69,Declining
2024-07,2024,Q3,Travis Scott,Hip-Hop,United Kingdom,Europe,1679506,1091678,587828,11.9,1120.91,1132.81,121752,32529,0.27,99,Declining
2024-07,2024,Q3,J Balvin,Latin,United Kingdom,Europe,4030179,2619616,1410563,26.11,3790.0,3816.11,203650,69182,0.348,76,Rising
2024-07,2024,Q3,Sza,R&B,United Kingdom,Europe,383196,249077,134119,2.52,158.79,161.31,23652,16794,0.2,93,Stable
2024-07,2024,Q3,The Weeknd,R&B/Pop,Germany,Europe,2055272,1438690,616582,13.71,901.4,915.11,45897,95078,0.143,100,Rising
2024-07,2024,Q3,Miley Cyrus,Pop,Germany,Europe,6974343,4882040,2092303,42.43,5824.16,5866.59,557159,167497,0.281,100,Stable
2024-07,2024,Q3,Arctic Monkeys,Rock,Germany,Europe,8155554,5708887,2446667,64.82,6415.31,6480.13,517359,385256,0.339,100,Rising
2024-07,2024,Q3,Rauw Alejandro,Latin,Germany,Europe,3257400,2280180,977220,21.83,1109.14,1130.97,97495,49312,0.198,89,Stable
2024-07,2024,Q3,Nicki Minaj,Hip-Hop,Germany,Europe,4321573,3025101,1296472,29.14,2533.58,2562.72,136222,103756,0.275,100,Stable
2024-07,2024,Q3,Calvin Harris,Electronic,Germany,Europe,10537501,7376250,3161251,67.43,4174.38,4241.81,364744,135411,0.155,100,Rising
2024-07,2024,Q3,Disclosure,Electronic,Germany,Europe,9941067,6958746,2982321,73.45,4395.89,4469.34,624626,338085,0.163,100,Rising
2024-07,2024,Q3,Brent Faiyaz,R&B,Germany,Europe,214906,150434,64472,1.56,145.74,147.3,15292,5631,0.279,98,Rising
2024-07,2024,Q3,Peso Pluma,Latin,Germany,Europe,508953,356267,152686,3.9,293.05,296.95,31271,6654,0.134,100,Rising
2024-07,2024,Q3,J. Cole,Hip-Hop,Germany,Europe,1105569,773898,331671,6.99,521.83,528.82,52845,49729,0.219,100,Stable
2024-07,2024,Q3,Martin Garrix,Electronic,Germany,Europe,19188736,13432115,5756621,140.73,6800.07,6940.8,933533,826830,0.278,100,Rising
2024-07,2024,Q3,Olivia Rodrigo,Pop,Sweden,Europe,10424474,7505621,2918853,84.48,8085.41,8169.89,309617,460387,0.293,100,Rising
2024-07,2024,Q3,Brent Faiyaz,R&B,Sweden,Europe,1763982,1270067,493915,13.75,1022.67,1036.42,140482,58523,0.33,100,Rising
2024-07,2024,Q3,Imagine Dragons,Rock,Sweden,Europe,1346026,969138,376888,9.01,1058.34,1067.35,78278,63000,0.3,100,Stable
2024-07,2024,Q3,J. Cole,Hip-Hop,Sweden,Europe,1099505,791643,307862,8.11,706.95,715.06,81750,49253,0.233,100,Stable
2024-07,2024,Q3,Peso Pluma,Latin,Sweden,Europe,539471,388419,151052,4.0,298.46,302.46,11979,6814,0.202,100,Rising
2024-07,2024,Q3,Doja Cat,Pop,Sweden,Europe,1339857,964697,375160,9.52,718.32,727.84,86856,14356,0.186,100,Stable
2024-07,2024,Q3,Stray Kids,K-Pop,Sweden,Europe,2112706,1521148,591558,16.22,1166.43,1182.65,43952,25954,0.35,74,Declining
2024-07,2024,Q3,Miley Cyrus,Pop,Sweden,Europe,664832,478679,186153,4.55,490.92,495.47,13418,7815,0.114,100,Stable
2024-07,2024,Q3,Dua Lipa,Pop,France,Europe,2292469,1421330,871139,15.58,1459.02,1474.6,130080,54234,0.205,100,Rising
2024-07,2024,Q3,Fred Again..,Electronic,France,Europe,1974978,1224486,750492,12.34,1728.06,1740.4,101023,52398,0.174,100,Declining
2024-07,2024,Q3,Bad Bunny,Latin,France,Europe,4836705,2998757,1837948,33.25,3730.49,3763.74,265489,182701,0.278,86,Stable
2024-07,2024,Q3,Lil Baby,Hip-Hop,France,Europe,583337,361668,221669,3.84,563.0,566.84,35027,7980,0.211,62,Declining
2024-07,2024,Q3,Miley Cyrus,Pop,France,Europe,7935019,4919711,3015308,51.9,4928.23,4980.13,497066,136565,0.289,100,Stable
2024-07,2024,Q3,Davido,Afrobeats,France,Europe,4729358,2932201,1797157,25.17,1913.14,1938.31,350951,70691,0.261,100,Rising
2024-07,2024,Q3,J Balvin,Latin,France,Europe,4476888,2775670,1701218,29.39,2073.3,2102.69,240009,104043,0.342,89,Rising
2024-07,2024,Q3,Imagine Dragons,Rock,France,Europe,8870545,5499737,3370808,55.19,4367.25,4422.44,213201,137299,0.117,100,Stable
2024-07,2024,Q3,Newjeans,K-Pop,Ireland,Europe,3960000,2534400,1425600,23.28,2402.47,2425.75,108438,55358,0.235,75,Stable
2024-07,2024,Q3,H.E.R.,R&B,Ireland,Europe,1900300,1216192,684108,11.11,1077.12,1088.23,127635,71196,0.136,100,Rising
2024-07,2024,Q3,Stray Kids,K-Pop,Ireland,Europe,3080368,1971435,1108933,19.54,1999.43,2018.97,179410,150773,0.152,61,Declining
2024-07,2024,Q3,Blackpink,K-Pop,Ireland,Europe,5301472,3392942,1908530,35.19,4917.19,4952.38,191643,109664,0.261,100,Rising
2024-07,2024,Q3,Rauw Alejandro,Latin,Ireland,Europe,2955184,1891317,1063867,20.31,2609.94,2630.25,88667,118582,0.262,100,Stable
2024-07,2024,Q3,J Balvin,Latin,Ireland,Europe,4493008,2875525,1617483,28.92,4711.58,4740.5,103563,172330,0.3,100,Rising
2024-07,2024,Q3,Olivia Rodrigo,Pop,Ireland,Europe,12124632,7759764,4364868,88.25,6428.76,6517.01,324556,409967,0.138,100,Rising
2024-07,2024,Q3,Arctic Monkeys,Rock,Ireland,Europe,1151486,736951,414535,7.17,998.58,1005.75,43317,17590,0.116,100,Rising
2024-07,2024,Q3,Taylor Swift,Pop,Spain,Europe,613934,337663,276271,3.45,417.91,421.36,24911,7434,0.321,100,Stable
2024-07,2024,Q3,Bad Bunny,Latin,Spain,Europe,3939186,2166552,1772634,23.61,3750.28,3773.89,116938,40724,0.085,78,Stable
2024-07,2024,Q3,Frank Ocean,R&B,Spain,Europe,3688974,2028935,1660039,23.18,3264.75,3287.93,167669,59011,0.307,99,Rising
2024-07,2024,Q3,Blackpink,K-Pop,Spain,Europe,5357014,2946357,2410657,30.66,2831.15,2861.81,266156,227511,0.331,100,Rising
2024-07,2024,Q3,Ariana Grande,Pop,Spain,Europe,654916,360203,294713,3.92,410.41,414.33,39720,30925,0.274,100,Stable
2024-07,2024,Q3,Imagine Dragons,Rock,Spain,Europe,6726151,3699383,3026768,36.9,8493.88,8530.78,224439,97427,0.183,100,Stable
2024-07,2024,Q3,Arctic Monkeys,Rock,Spain,Europe,8795821,4837701,3958120,51.47,7147.78,7199.25,550236,307159,0.288,100,Rising
2024-07,2024,Q3,Asake,Afrobeats,Spain,Europe,4351469,2393307,1958162,21.3,5167.24,5188.54,207332,148750,0.321,88,Rising
2024-07,2024,Q3,Davido,Afrobeats,Spain,Europe,8203454,4511899,3691555,48.45,5413.82,5462.27,573180,194166,0.205,100,Rising
2024-07,2024,Q3,J Balvin,Latin,Italy,Europe,3188927,1658242,1530685,18.3,4237.09,4255.39,183881,99885,0.186,99,Rising
2024-07,2024,Q3,Harry Styles,Pop,Italy,Europe,4212726,2190617,2022109,22.9,5307.52,5330.42,114671,205293,0.129,100,Stable
2024-07,2024,Q3,Martin Garrix,Electronic,Italy,Europe,9027181,4694134,4333047,49.94,7272.87,7322.81,588842,394509,0.245,100,Rising
2024-07,2024,Q3,Disclosure,Electronic,Italy,Europe,1148364,597149,551215,6.68,585.96,592.64,31400,11690,0.213,100,Rising
2024-07,2024,Q3,Billie Eilish,Pop,Italy,Europe,868841,451797,417044,4.0,1069.5,1073.5,23938,14076,0.091,100,Declining
2024-07,2024,Q3,Rema,Afrobeats,Italy,Europe,4082570,2122936,1959634,19.78,5786.23,5806.01,242895,107854,0.317,84,Rising
2024-07,2024,Q3,Arctic Monkeys,Rock,Italy,Europe,5492646,2856175,2636471,24.71,3405.58,3430.29,404823,94391,0.329,100,Rising
2024-07,2024,Q3,Davido,Afrobeats,Italy,Europe,7210372,3749393,3460979,40.35,9272.72,9313.07,444309,205700,0.151,100,Rising
2024-07,2024,Q3,Sza,R&B,Italy,Europe,3269880,1700337,1569543,15.74,4236.63,4252.37,229910,51203,0.277,85,Stable
2024-07,2024,Q3,Bts,K-Pop,Italy,Europe,3913346,2034939,1878407,19.8,2091.43,2111.23,300788,142297,0.147,83,Stable
2024-07,2024,Q3,Disclosure,Electronic,United States,Americas,1292094,749414,542680,9.27,937.83,947.1,94080,63613,0.187,100,Rising
2024-07,2024,Q3,Travis Scott,Hip-Hop,United States,Americas,2981643,1729352,1252291,19.44,2310.49,2329.93,160495,30497,0.322,100,Declining
2024-07,2024,Q3,Kendrick Lamar,Hip-Hop,United States,Americas,7392614,4287716,3104898,53.96,6906.76,6960.72,383082,136424,0.212,100,Rising
2024-07,2024,Q3,Coldplay,Rock,United States,Americas,3499722,2029838,1469884,23.46,2093.82,2117.28,99476,46110,0.194,72,Stable
2024-07,2024,Q3,Dua Lipa,Pop,United States,Americas,8511338,4936576,3574762,54.54,8889.34,8943.88,482486,145725,0.251,100,Rising
2024-07,2024,Q3,Bad Bunny,Latin,United States,Americas,11528155,6686329,4841826,70.91,10676.68,10747.59,318274,458118,0.173,100,Stable
2024-07,2024,Q3,Giveon,R&B,United States,Americas,9462911,5488488,3974423,64.62,5511.15,5575.77,604911,335285,0.289,100,Rising
2024-07,2024,Q3,Wizkid,Afrobeats,United States,Americas,2657292,1541229,1116063,15.8,1889.01,1904.81,136156,72720,0.242,100,Rising
2024-07,2024,Q3,Fred Again..,Electronic,United States,Americas,441024,255793,185231,3.23,413.24,416.47,19427,20026,0.091,46,Declining
2024-07,2024,Q3,The Weeknd,R&B/Pop,United States,Americas,3206870,1859984,1346886,21.8,3696.32,3718.12,107961,104530,0.243,100,Rising
2024-07,2024,Q3,Stray Kids,K-Pop,Brazil,Americas,2477116,941304,1535812,4.54,2646.78,2651.32,176605,109469,0.328,61,Declining
2024-07,2024,Q3,Billie Eilish,Pop,Brazil,Americas,1784528,678120,1106408,3.68,1841.28,1844.96,128285,83059,0.229,100,Declining
2024-07,2024,Q3,Martin Garrix,Electronic,Brazil,Americas,404088,153553,250535,0.73,344.65,345.38,31731,9184,0.266,100,Rising
2024-07,2024,Q3,Peso Pluma,Latin,Brazil,Americas,11445850,4349423,7096427,23.47,7277.79,7301.26,743955,174070,0.268,100,Rising
2024-07,2024,Q3,Travis Scott,Hip-Hop,Brazil,Americas,10135449,3851470,6283979,19.22,10778.17,10797.39,797980,321932,0.195,100,Declining
2024-07,2024,Q3,Ed Sheeran,Pop,Brazil,Americas,1700747,646283,1054464,3.32,1225.17,1228.49,127222,25027,0.22,100,Rising
2024-07,2024,Q3,Dua Lipa,Pop,Brazil,Americas,16628247,6318733,10309514,31.83,12994.14,13025.97,1201844,537413,0.174,100,Rising
2024-07,2024,Q3,Sza,R&B,Brazil,Americas,11142400,4234112,6908288,20.3,7074.05,7094.35,474863,152887,0.22,100,Stable
2024-07,2024,Q3,Doja Cat,Pop,Brazil,Americas,1829921,695369,1134552,3.06,3243.18,3246.24,124787,54931,0.163,100,Stable
2024-07,2024,Q3,Twenty One Pilots,Rock,Brazil,Americas,4361047,1657197,2703850,7.52,7054.42,7061.94,284203,94508,0.112,77,Stable
2024-07,2024,Q3,Stray Kids,K-Pop,Mexico,Americas,4331445,1516005,2815440,5.73,4048.11,4053.84,324577,74153,0.236,58,Declining
2024-07,2024,Q3,Bad Bunny,Latin,Mexico,Americas,5840851,2044297,3796554,8.2,6667.4,6675.6,136204,106739,0.189,100,Stable
2024-07,2024,Q3,Olivia Rodrigo,Pop,Mexico,Americas,13706375,4797231,8909144,20.25,10521.11,10541.36,968373,235435,0.127,100,Rising
2024-07,2024,Q3,Arctic Monkeys,Rock,Mexico,Americas,6886851,2410397,4476454,8.23,10084.76,10092.99,393368,294886,0.286,100,Rising
2024-07,2024,Q3,Disclosure,Electronic,Mexico,Americas,1070269,374594,695675,1.45,1752.51,1753.96,62529,26161,0.197,98,Rising
2024-07,2024,Q3,Wizkid,Afrobeats,Mexico,Americas,2882316,1008810,1873506,4.14,2754.9,2759.04,173484,45421,0.154,100,Rising
2024-07,2024,Q3,Brent Faiyaz,R&B,Mexico,Americas,13440787,4704275,8736512,17.83,17299.52,17317.35,506758,300870,0.189,100,Rising
2024-07,2024,Q3,Frank Ocean,R&B,Mexico,Americas,11244355,3935524,7308831,15.21,19467.18,19482.39,820422,450207,0.187,100,Rising
2024-07,2024,Q3,Peso Pluma,Latin,Mexico,Americas,4253739,1488808,2764931,5.77,6390.55,6396.32,277715,138278,0.253,100,Rising
2024-07,2024,Q3,Dua Lipa,Pop,Colombia,Americas,14093003,4227900,9865103,16.28,15264.7,15280.98,547643,488673,0.26,100,Rising
2024-07,2024,Q3,Davido,Afrobeats,Colombia,Americas,5442847,1632854,3809993,4.93,8154.29,8159.22,385228,64003,0.217,100,Rising
2024-07,2024,Q3,Harry Styles,Pop,Colombia,Americas,9352582,2805774,6546808,10.3,15027.14,15037.44,609394,136167,0.22,100,Stable
2024-07,2024,Q3,Giveon,R&B,Colombia,Americas,8979524,2693857,6285667,10.06,8513.85,8523.91,552053,286045,0.177,100,Rising
2024-07,2024,Q3,Brent Faiyaz,R&B,Colombia,Americas,2725520,817656,1907864,2.9,3658.12,3661.02,119514,108030,0.257,100,Rising
2024-07,2024,Q3,J Balvin,Latin,Colombia,Americas,7813614,2344084,5469530,9.4,13784.49,13793.89,287337,316416,0.177,100,Rising
2024-07,2024,Q3,Ariana Grande,Pop,Colombia,Americas,12073212,3621963,8451249,14.5,21959.96,21974.46,584113,385003,0.166,100,Stable
2024-07,2024,Q3,Nicki Minaj,Hip-Hop,Colombia,Americas,11814601,3544380,8270221,11.03,14863.8,14874.83,617207,177057,0.18,100,Stable
2024-07,2024,Q3,Bts,K-Pop,Nigeria,Africa,1065701,191826,873875,0.53,1675.82,1676.35,26056,31136,0.152,79,Stable
2024-07,2024,Q3,Sza,R&B,Nigeria,Africa,3131237,563622,2567615,1.79,7158.41,7160.2,204096,97061,0.108,100,Stable
2024-07,2024,Q3,Arctic Monkeys,Rock,Nigeria,Africa,263338,47400,215938,0.14,611.81,611.95,6858,8060,0.08,100,Rising
2024-07,2024,Q3,Miley Cyrus,Pop,Nigeria,Africa,526782,94820,431962,0.25,929.07,929.32,36482,11367,0.306,88,Stable
